,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
83,Heacock Fire,2013-07-19 16:21:00,CAL FIRE / Riverside County Fire,Riverside,Heacock St & Sandy Glade Ave in Moreno Valley,40,CAL FIRE / Riverside County Fire,-117.2508,33.9634,2013-07-20 19:30:00,2013-07-20,2013-07-19,93.57,83.21,65.29,46.61,0.0,0.0,6.53,1.28,28.67,532.6287841796875
84,Gilman Fire,2013-07-19 17:31:00,CAL FIRE / Riverside County Fire,Riverside,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",15,CAL FIRE / Riverside County Fire,-117.09306,33.94528,2013-07-19 19:30:00,2013-07-19,2013-07-19,93.57,83.21,65.29,46.61,0.0,0.0,6.53,1.28,28.67,636.9219970703125
85,Chuckwagon Fire,2013-07-22 12:34:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"near the 4500 block of Chuckwagon Drive, Copperopolis",31,CAL FIRE Tuolumne-Calaveras Unit,-120.696362,37.965364,2013-07-23 15:10:00,2013-07-23,2013-07-22,93.43,78.09,63.57,51.96,0.0,0.0,7.58,0.46,29.85,293.5083312988281
87,Falls Fire,2013-08-05 10:10:00,Cleveland National Forest / CAL FIRE Riverside Unit,Riverside,"Ortega Highway, west of Lake Elsinoire",1383,Cleveland National Forest / CAL FIRE Riverside Unit,-117.40288,33.62236,2013-08-09 18:45:00,2013-08-09,2013-08-05,75.71,68.54,63.86,56.97,0.0,0.0,4.18,0.34,29.92,769.3134765625
89,Indian Fire,2013-08-07 12:35:00,CAL FIRE Sanoma-Lake-Napa Unit,Lake,"Off Bartlett Springs Road near Indian Valley Reservoir, 10 miles northeast of Clearlake Oaks",38,CAL FIRE Sanoma-Lake-Napa Unit,-122.5906,39.1591,2013-08-07 18:30:00,2013-08-07,2013-08-07,73.29,59.31,52.86,52.37,0.0,0.0,4.57,0.0,29.82,453.5230712890625
90,Silver Fire,2013-08-07 14:05:00,CAL FIRE Riverside Unit / San Bernardino National Forest,Riverside,"Poppet Flats Rd near Hwy 243, south of Banning",20292,"CAL FIRE Riverside Unit / San Bernardino National Forest, Federal, State and Local Agencies from throughout the Western United States are assisting.",-116.90427,33.86157,2013-08-12 18:00:00,2013-08-12,2013-08-07,104.29,90.49,74.29,39.01,0.0,0.0,7.17,7.52,29.33,909.0303344726562
92,Cottonwood Fire,2013-08-15 14:40:00,CAL FIRE Siskiyou Unit,Siskiyou,"Cottonwood Creek Rd., 2 miles north of Hornbrook",50,CAL FIRE Siskiyou Unit,-122.578393,41.923323,2013-08-15 17:00:00,2013-08-15,2013-08-15,91.57,74.76,60.0,51.0,0.0,0.0,4.38,1.02,28.55,708.065185546875
93,Union Fire,2013-08-16 13:55:00,CAL FIRE Amador-El Dorado Unit,El Dorado,"off Koki Ln and Pleasant Valley Rd, northwest of Diamond Springs",116,CAL FIRE Amador-El Dorado Unit,-120.839075,38.682378,2013-08-16 17:55:00,2013-08-16,2013-08-16,93.29,75.57,61.0,55.51,0.0,0.0,7.5,0.0,29.85,513.4205932617188
94,Sharp Fire,2013-08-08 12:15:00,Angeles National Forest,San Bernardino,Sheep canyon just south of Wrightwood,243,Angeles National Forest,-117.62,34.35,2013-08-13 23:45:00,2013-08-13,2013-08-08,86.86,71.07,59.29,52.83,0.0,0.0,6.31,1.81,28.91,1804.549560546875
95,Cloverdale Fire,2013-08-14 15:37:00,CAL FIRE Shasta-Trinity Unit,Shasta,"Cloverdale Rd. and Dale Rd., Happy Valley, 9 miles SW of Redding",27,CAL FIRE Shasta-Trinity Unit,-122.48259,40.473356,2013-08-14 20:35:00,2013-08-14,2013-08-14,97.14,81.48,64.0,44.91,0.0,0.0,3.76,0.83,29.34,271.1709289550781
96,Swedes Fire,2013-08-16 16:37:00,CAL FIRE Butte Unit,Butte,southeast of Oroville,2462,"CAL FIRE Butte Unit, United States Forest Service, Oroville Fire Department, El Medio Fire Department, Chico Fire Department, Butte County Sheriff, California Highway Patrol, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Bureau of Land Management, South Feather Water and Power, Red Cross, North Valley Animal Rescue Group.",-121.38236,39.446268,2013-08-22 18:00:00,2013-08-22,2013-08-16,93.29,75.57,61.0,55.51,0.0,0.0,7.5,0.0,29.85,390.4640197753906
99,Pierce Fire,2013-08-16 13:31:00,CAL FIRE/Riverside County Fire,Riverside,Ave 66 and Pierce Street  ,40,CAL FIRE/Riverside County Fire,-116.10815,33.570291,2013-08-16 21:00:00,2013-08-16,2013-08-16,107.43,93.93,78.29,47.55,0.0,0.0,5.77,1.45,29.31,-55.80792999267578
100,Double Fire,2013-08-16 17:57:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Hwy 20 and Mule Skinner Rd., Clear Lake Oaks",70,CAL FIRE Sonoma-Lake-Napa Unit,-122.491894,39.013682,2013-08-18 18:30:00,2013-08-18,2013-08-16,87.0,64.3,53.29,54.45,0.0,0.0,3.71,0.0,29.76,472.1479187011719
101,Bridges Fire,2013-08-17 10:11:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"Parrott's Ferry Road north of the bridge, near Vallecito & New Melones Lake ",46,"CAL FIRE Tuolumne-Calaveras Unit, Altaville/Melones Fire; Angels City Fire; Murphys Fire; West Point Fire; Central Fire; San Joaquin County; Stanislaus County; Stanislaus National Forest; Los Angeles County Fire.",-120.45233,38.06231,2013-08-19 07:10:00,2013-08-19,2013-08-17,93.0,76.31,60.86,51.86,0.0,0.0,7.49,0.65,29.87,515.6158447265625
102,Cleghorn Fire,2013-08-17 17:25:00,San Bernardino National Forest,San Bernardino,I-15 Cajon Pass south of Cleghorn Road,110,San Bernardino National Forest,-117.451,34.287,2013-08-18 20:55:00,2013-08-18,2013-08-17,97.29,84.51,63.14,48.51,0.0,0.0,6.8,0.0,28.68,900.0338134765625
103,Clover Fire,2013-09-09 12:32:00,CAL FIRE Shasta-Trinity Unit,Shasta,"Community of Igo, 10 miles southwest of Redding",8073,"CAL FIRE Shasta-Trinity Unit, USFS, City of Redding, Anderson Fire Protection District, Burney Fire Protection District, Cottonwood Fire Protection District, Happy Valley Fire Protection District, Shasta County Sheriffs Dept., CHP, Redding Police Dept., Cal OES, PG&E",-122.535496,40.498332,2013-09-15 07:30:00,2013-09-15,2013-09-09,97.71,81.31,63.86,49.1,0.0,0.0,4.62,0.92,29.23,311.5936584472656
104,Plumas Lightning Complex (Hough),2013-08-18 18:30:00,Plumas National Forest,Plumas,Keddie Ridge/North Arm areas of Indian Valley near Taylorsville,513,Plumas National Forest,-120.764666,40.00842,2013-08-25 13:15:00,2013-08-25,2013-08-18,89.0,75.75,62.0,40.71,0.0,0.0,6.15,3.95,25.43,1632.640380859375
105,Shirley Fire,2013-08-18 23:12:00,Sequoia National Forest,Kern,Lower Kern River Canyon area off Highway 178,794,Sequoia National Forest,-118.588,35.707,2013-08-24 13:45:00,2013-08-24,2013-08-18,97.71,84.97,73.14,48.68,0.0,0.0,6.48,0.87,29.27,1709.544677734375
107,Sierra Fire,2013-09-24 15:51:00,San Bernardino National Forest/CAL FIRE San Bernardino Unit,San Bernardino,in the Cajon Pass west of I-15 near Glen Helen Road,200,San Bernardino National Forest/CAL FIRE San Bernardino Unit,-117.417,34.2,2013-09-30 08:30:00,2013-09-30,2013-09-24,81.71,64.43,46.29,30.7,0.0,0.0,6.34,0.16,28.64,615.639404296875
109,Gobblers Fire,2013-08-20 13:32:00,San Bernardino National Forest,San Bernardino,upper end of Lytle Creek,413,San Bernardino National Forest,-117.598,34.302,2013-08-20 13:32:00,2013-08-20,2013-08-20,95.86,79.42,66.71,50.9,0.0,0.0,5.86,2.37,28.79,1794.959228515625
110,Fish Fire,2013-08-24 14:31:00,Sequoia National Forest,Tulare,Golden Trout Wilderness on the Sequoia National Forest.,2060,Sequoia National Forest,-118.444,36.208,2013-09-24 20:15:00,2013-09-24,2013-08-24,97.71,84.97,73.14,48.68,0.0,0.0,6.48,0.87,29.27,1943.191162109375
111,Empire Fire,2013-08-24 14:54:00,CAL FIRE Amador-El Dorado Unit,El Dorado,off Hwy 193 & Empire Creek Cir near Georgetown,38,CAL FIRE Amador-El Dorado Unit,-120.84716,38.89555,2013-08-24 11:45:00,2013-08-24,2013-08-24,93.14,75.44,62.29,56.51,0.0,0.0,8.65,0.33,29.77,749.35546875
112,Little Fire,2013-08-24 15:09:00,San Bernardino National Forest,San Bernardino,near Thomas Mountain south of Lake Hemet on the San Jacinto Ranger District.,97,San Bernardino National Forest,-116.706,33.642,2013-08-30 08:00:00,2013-08-30,2013-08-24,104.86,94.79,85.14,54.22,0.0,0.0,5.91,1.55,29.29,1638.724731445312
113,Chestnut Fire,2013-09-07 13:55:00,CAL FIRE San Mateo-Santa Cruz Unit,San Mateo,"Chestnut Ave and Hillside Blvd, San Bruno Mountain, South San Francisco",41,CAL FIRE San Mateo-Santa Cruz Unit,-122.427285,37.667295,2013-09-07 20:00:00,2013-09-07,2013-09-07,76.71,66.76,59.71,55.63,0.0,0.0,13.74,5.92,29.93,79.70902252197266
114,Morgan Fire,2013-09-08 13:08:00,CAL FIRE Santa-Clara Unit,Contra Costa,"off Morgan Territory Road, Southeast of Clayton",3111,"CAL FIRE Santa-Clara Unit, CAL FIRE, East Contra Costa Fire Protection District, Contra Costa Fire Protection District, San Ramon Valley Fire, East Bay Regional Parks, CALOES, CDCR, California State Parks, California Highway Patorl, CalTrans, Contra Costa County Sheriff's Department, Contra Costa Public Works, Clayton PD, PG&E, America Red Cross and the Salvation Army.",-121.882582,37.90757,2013-09-14 17:30:00,2013-09-14,2013-09-08,72.0,64.09,59.14,60.88,0.0,0.0,9.4,0.72,29.85,308.2502746582031
115,Angora Fire,2013-09-08 11:53:00,Sequoia National Forest,Tulare,Golden Trout Wilderness,134,Sequoia National Forest,-118.459,36.258,2013-09-24 20:15:00,2013-09-24,2013-09-08,94.29,82.64,70.86,49.37,0.0,0.0,4.68,0.1,29.25,2616.584716796875
116,Liveoak Fire,2013-09-11 16:57:00,CAL FIRE San Bernardino Unit,San Bernardino,"Live Oak Canyon Rd, South of I-10 near cities of Redlands and Yucaipa. ",73,CAL FIRE San Bernardino Unit,-117.106075,34.003151,2013-09-12 08:45:00,2013-09-12,2013-09-11,94.0,83.05,64.71,47.33,0.0,0.0,5.53,0.16,28.6,673.525390625
117,Madre Fire,2013-09-23 18:00:00,Angeles National Forest/Los Angeles County Fire,Los Angeles,San Gabriel Canyon 1/4 mile west of the entrance station,268,Angeles National Forest/Los Angeles County Fire,-117.908,34.149,2013-09-28 08:00:00,2013-09-28,2013-09-23,84.0,70.45,58.86,39.03,0.0,0.0,5.09,1.55,28.81,224.1446533203125
118,Davis Creek Complex,2013-09-05 15:57:00,Modoc National Forest ,Modoc,"Both sides of Davis Creek near Hwy 395, south of Goose Lake ",97,Modoc National Forest ,-120.375,41.73325,2013-09-24 20:15:00,2013-09-24,2013-09-05,82.43,69.19,57.29,50.27,0.0,0.0,4.29,1.56,28.55,1469.313598632812
119,Tyler Fire,2013-08-31 14:42:00,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,"North San Juan Area, Highway 49 and Tyler Foote Road",52,CAL FIRE Nevada-Yuba-Placer Unit,-121.107022,39.333401,2013-08-31 21:30:00,2013-08-31,2013-08-31,91.57,74.74,60.57,56.51,0.0,0.0,8.18,0.22,29.84,632.6907348632812
120,Centerville Fire,2013-08-31 17:23:00,CAL FIRE Butte Unit,Butte,"Off Centerville Rd in the Butte Creek Canyon in the community of Centerville, west of Magalia ",80,"CAL FIRE Butte Unit, CDCR, PG&E, El Medio Fire",-121.71393799999998,39.731878,2013-09-01 18:00:00,2013-09-01,2013-08-31,92.43,78.13,62.57,46.28,0.0,0.0,4.7,1.88,29.33,300.9444885253906
124,Lakeshore Fire,2013-09-15 19:45:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,near the community of Clearlake,30,CAL FIRE Sonoma-Lake-Napa Unit,-122.683,38.9777,2013-09-15 17:14:00,2013-09-15,2013-09-15,81.14,62.76,50.0,50.76,0.0,0.0,5.17,2.17,29.64,409.1947326660156
125,Creek Fire,2013-09-24 03:20:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off Toro Creek Rd, east of Cayucos",94,CAL FIRE San Luis Obispo Unit,-120.8358,35.4393,2013-09-24 17:30:00,2013-09-24,2013-09-24,81.43,64.22,52.29,45.08,0.0,0.0,8.16,5.25,29.69,72.78460693359375
126,Highland Fire,2013-09-28 13:57:00,CAL FIRE Mendocino Unit,Mendocino,"off Highland Springs Rd, southeast of Kelseyville",98,CAL FIRE Mendocino Unit,-122.966,38.9252,2013-09-29 18:15:00,2013-09-29,2013-09-28,78.43,62.02,47.57,44.05,0.0,0.0,5.94,3.11,29.78,834.4251708984375
127,Putah Fire,2013-10-03 20:33:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,off Berryessa Knoxville Rd near Lake Berryessa,376,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Bureau of Reclamation",-122.289,38.628,2013-10-04 16:55:00,2013-10-04,2013-10-03,78.57,63.81,49.0,39.3,0.0,0.0,7.45,4.24,29.85,138.4278259277344
128,Crane Fire,2013-10-04 12:25:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",159,CAL FIRE Sonoma-Lake-Napa Unit,-122.6503,38.34599,2013-10-05 07:45:00,2013-10-05,2013-10-04,78.57,63.81,49.0,39.3,0.0,0.0,7.45,4.24,29.85,88.26222229003906
129,DeLuz Fire,2013-10-05 12:45:00,Camp Pendleton Marine Corps Base,San Diego,"On Camp Pendleton, west of Fallbrook",2236,Camp Pendleton Marine Corps Base,-117.3092,33.341,2013-10-09 19:00:00,2013-10-09,2013-10-05,76.57,67.79,60.29,50.1,0.0,0.0,3.51,0.69,29.59,99.26824951171876
130,Summit Fire,2013-10-04 17:37:00,CAL FIRE Butte Unit,Butte,off District Center Dr & Fortune Way in Palermo,305,CAL FIRE Butte Unit,-121.497,39.439,2013-10-05 22:00:00,2013-10-05,2013-10-04,79.0,65.58,54.57,42.59,0.0,0.0,10.65,5.82,29.97,131.2850341796875
131,Baker Fire,2013-10-06 10:52:00,Orange County Fire Authority,Orange,"Off Baker Canyon Rd, Silverado Canyon area, east of Irvine",40,Orange County Fire Authority,-117.6649,33.7655,2013-10-09 08:00:00,2013-10-09,2013-10-06,76.57,63.99,53.29,39.96,0.0,0.0,4.82,0.98,28.88,401.3575439453125
132,Capay Fire,2013-11-04 11:41:00,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,"Off County Road 23 & County Road 81, Southwest of Esparto",163,CAL FIRE Sonoma-Lake-Napa Unit,-122.08725,38.67479,2013-11-04 15:35:00,2013-11-04,2013-11-04,70.86,56.88,45.0,33.63,0.0,0.0,7.37,4.71,30.02,130.4336242675781
133,Dersch Fire,2013-11-07 16:10:00,CAL FIRE Shasta-Trinity Unit,Shasta,"Off Dersch Rd and Hyrax, Millville",33,CAL FIRE Shasta-Trinity Unit,-122.140914,40.483662,2013-11-07 19:45:00,2013-11-07,2013-11-07,70.29,56.88,44.86,32.75,0.0,0.0,4.64,1.97,29.55,145.1386260986328
134,Toro Fire,2013-11-08 10:30:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Toro Creek Rd. and Hwy 41 West, Morro Bay",51,"CAL FIRE San Luis Obispo Unit, United States Forest Service, Atascadero City Fire, Paso Robles Fire, San Luis Obispo City Fire, Templeton Fire, Morro Bay City Fire and Cayucos Fire Departments. As well as San Luis Obispo County Sheriff’s Department, and the California Highway Patrol.",-120.751555,35.457978000000004,2013-11-09 17:00:00,2013-11-09,2013-11-08,76.29,57.55,44.86,34.03,0.0,0.0,4.13,1.14,29.8,320.7704772949219
135,Cantwell Fire,2013-11-08 13:42:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"South of Morgan Valley Rd and East of Hwy 29, Community of Lower Lake",120,CAL FIRE Sonoma-Lake-Napa Unit,-122.567525,38.882214000000005,2013-11-10 18:30:00,2013-11-10,2013-11-08,73.29,53.55,39.71,35.87,0.0,0.0,4.04,0.9,29.88,457.1068115234375
136,Silverado Fire,2013-11-21 21:39:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,Off Silverado Trail in the Soda Canyon area near Napa,190,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Rutherford VFD, Soda Canyon VFD, Napa County Sheriff’s Office, and California Dept. of Corrections and Rehabilitation",-122.311,38.382,2013-11-23 18:30:00,2013-11-23,2013-11-21,63.43,53.14,43.29,34.82,0.0,0.0,5.47,4.89,29.81,19.47391510009766
137,Wheeler Fire,2013-11-14 11:05:00,Ventura County Fire Department,Ventura,"Wheeler Canyon, north of Santa Paula",64,Ventura County Fire Department,-119.13249,34.384,2013-11-15 16:00:00,2013-11-15,2013-11-14,81.29,67.56,56.29,36.36,0.0,0.0,3.19,0.0,29.09,285.3335571289062
138,Retek Fire,2013-11-22 10:06:00,CAL FIRE Mendocino Unit,Mendocino,"Off Hwy 101 at Henry Station Rd, north of Hopland",82,CAL FIRE Mendocino Unit,-123.1478,39.0442,2013-11-22 17:30:00,2013-11-22,2013-11-22,63.43,53.14,43.29,34.82,0.0,0.0,5.47,4.89,29.81,169.4693145751953
139,McCabe Fire,2013-11-22 02:04:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"The Geysers area, 10 miles northeast of Geyserville",3505,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Geyserville FPD, Healdsburg FD, Cloverdale FPD, Santa Rosa FD, Sonoma Valley FRA, Glen Ellen FPD, Schell-Vista FPD, Forestville FPD, Graton FPD, Gold Ridge FPD, Occidental CSD, Bennett Valley FPD, Sebastopol FD, Rancho Adobe FPD, CHP, Cal Trans, Sonoma County Sheriff’s, CAL OES, California Department of Correction and Rehabilitation, Sonoma County Fire Services, Bureau of Land Management, United States Forest Service.",-122.8498,38.8167,2013-11-27 18:15:00,2013-11-27,2013-11-22,63.43,53.14,43.29,34.82,0.0,0.0,5.47,4.89,29.81,501.8342590332031
140,Bruner Fire,2013-11-23 12:04:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Off Bruner Drive & Al Drive, Clearlake Oaks",50,CAL FIRE Sonoma-Lake-Napa Unit,-122.7656,39.0448,2013-11-24 08:45:00,2013-11-24,2013-11-23,63.43,53.14,43.29,34.82,0.0,0.0,5.47,4.89,29.81,606.0924072265625
141,Dam Fire,2013-11-23 14:17:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Off Dam Rd, southeast of Clear Lake",23,CAL FIRE Sonoma-Lake-Napa Unit,-122.5818,38.9289,2013-11-24 18:45:00,2013-11-24,2013-11-23,63.43,53.14,43.29,34.82,0.0,0.0,5.47,4.89,29.81,416.2787780761719
142,Grant Fire,2013-12-31 05:30:00,CAL FIRE Santa Clara Unit,Santa Clara,off Mount Hamilton Road near Grant Ranch County Park,40,CAL FIRE Santa Clara Unit,-121.717706,37.342186,2013-12-31 16:00:00,2013-12-31,2013-12-31,63.86,48.75,37.43,31.22,0.0,0.0,1.6,0.0,30.06,481.3385925292969
144,Colby Fire,2014-01-16 05:50:00,Angeles National Forest and LA County Fire Department,Los Angeles,"near Morris Reservoir, north of Glendora",1952,Angeles National Forest and LA County Fire Department,-117.8816,34.1703,2014-01-27 10:00:00,2014-01-27,2014-01-16,81.29,67.57,53.0,15.98,0.0,0.0,7.2,8.53,29.09,482.6679992675781
145,Red Fire,2014-01-04 12:00:00,CAL FIRE Humboldt Del-Norte Unit,Humboldt,"South of Berry Summit, west of Willow Creek",333,CAL FIRE Humboldt Del-Norte Unit,-123.773779,40.884415,2014-01-08 19:15:00,2014-01-08,2014-01-04,56.0,44.33,36.29,37.41,0.0,0.0,2.76,0.0,29.93,871.6658325195312
146,Lake Fire,2014-01-25 06:37:00,CAL FIRE Fresno-Kings Unit,Fresno,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,106,CAL FIRE Fresno-Kings Unit,-119.3415,36.8266,2014-01-26 18:00:00,2014-01-26,2014-01-25,71.57,54.72,40.86,26.79,0.0,0.0,2.14,0.0,29.77,175.2066192626953
148,Encinal Fire,2014-03-19 16:45:00,CAL FIRE San Benito-Monterey Unit,Monterey,"Off Encinal Rd, 8 miles southeast of Salinas",400,CAL FIRE San Benito-Monterey Unit,-121.4819,36.6313,2014-03-21 18:00:00,2014-03-21,2014-03-19,63.86,54.95,45.86,43.31,0.0,0.0,5.27,0.68,29.83,117.0959854125977
149,Van Buren Fire,2014-03-28 14:31:00,CAL FIRE / Riverside County Fire,Riverside,Off Ave 62 and Van Buren St in Thermal,57,CAL FIRE / Riverside County Fire,-116.1985,33.5982,2014-03-29 17:15:00,2014-03-29,2014-03-28,82.14,70.84,58.14,39.31,0.0,0.0,7.77,5.65,29.44,-34.93944549560547
150,Bridges Fire,2014-04-19 15:54:00,CAL FIRE San Bernardino Unit,Inyo,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",113,"CAL FIRE San Bernardino Unit, Bishop Fire Dept, Inyo National Forest, Los Angeles Dept of Water and Power (LADWP), BLM - Desert District, CHP and Inyo Sheriff",-118.352,37.399,2014-04-21 19:15:00,2014-04-21,2014-04-19,67.43,49.89,26.29,20.94,0.0,0.0,7.1,4.91,23.11,1245.5107421875
151,Etiwanda Fire,2014-04-30 08:00:00,CAL FIRE San Bernardino / USFS / Rancho Cucamonga Fire,San Bernardino,North of Rancho Cucamonga,2143,"CAL FIRE San Bernardino / USFS / Rancho Cucamonga Fire, CAL FIRE, US Forest Service and Rancho Cucamonga Fire",-117.547374,34.169346000000004,2014-05-05 17:30:00,2014-05-05,2014-04-30,87.14,75.29,63.57,26.7,0.0,0.0,11.25,12.38,28.95,689.6448364257812
152,Jacumba Fire,2014-05-05 16:36:00,CAL FIRE San Diego Unit,San Diego,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",29,CAL FIRE San Diego Unit,-116.222,32.665,2014-05-06 10:20:00,2014-05-06,2014-05-05,87.43,74.22,61.71,36.55,0.0,0.0,12.69,9.44,29.87,937.8229370117188
153,Bernardo Fire,2014-05-13 11:00:00,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,San Diego,"off Nighthawk Lane, southwest of Rancho Bernardo",1548,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,-117.133,33.003,2014-05-17 20:14:00,2014-05-17,2014-05-13,87.14,74.95,64.0,35.52,0.0,0.0,5.01,3.57,29.6,90.90579986572266
154,San Lucas Fire,2014-04-30 14:25:00,CAL FIRE San Benito-Monterey Unit,Monterey,"San Lucas & Jolon Rd, west of King City ",75,CAL FIRE San Benito-Monterey Unit,-121.117,36.103,2014-05-01 19:00:00,2014-05-01,2014-04-30,73.57,62.46,53.0,43.6,0.0,0.0,5.09,0.66,29.86,269.7003173828125
155,Miguelito Fire,2014-05-13 14:00:00,Santa Barbara County Fire,Santa Barbara,Off Santa Miguelito Canyon Road in Lompoc,632,"Santa Barbara County Fire, San Diego City, USFS, OES, Red Cross, San Diego PD, San Diego SO, San Diego School PD, CHP, CCC.",-120.454,34.609,2014-05-19 09:20:00,2014-05-19,2014-05-13,86.86,68.73,52.43,39.35,0.0,0.0,6.43,1.68,29.74,157.6290740966797
156,Tomahawk Fire,2014-05-14 09:45:00,Marine Corps Base Camp Pendleton,San Diego,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",5367,Marine Corps Base Camp Pendleton,-117.284889,33.3529,2014-05-19 09:20:00,2014-05-19,2014-05-14,87.14,74.95,64.0,35.52,0.0,0.0,5.01,3.57,29.6,182.6635131835938
157,San Mateo Fire,2014-05-16 11:24:00,Marine Corps Base Camp Pendleton,San Diego,in the Talega area of Marine Corps Base Camp Pendleton,1457,Marine Corps Base Camp Pendleton,-117.550567,33.417572,2014-05-20 23:30:00,2014-05-20,2014-05-16,92.29,79.33,66.0,36.62,0.0,0.0,6.25,3.67,29.89,35.95750427246094
158,Highway Fire,2014-05-14 13:00:00,CAL FIRE San Diego Unit,San Diego,off Old Hwy 395 and I-15 in the Deer Springs area ,380,CAL FIRE San Diego Unit,-117.162,33.312,2014-05-15 18:30:00,2014-05-15,2014-05-14,87.14,74.95,64.0,35.52,0.0,0.0,5.01,3.57,29.6,202.5775299072266
159,Fiddler Fire,2014-05-14 14:00:00,CAL FIRE Shasta-Trinity Unit,Shasta,Off Perla Rd & Fiddlers Rd in Igo,50,CAL FIRE Shasta-Trinity Unit,-122.721,40.39,2014-05-15 11:30:00,2014-05-15,2014-05-14,89.57,73.57,55.71,39.62,0.01,0.0,5.27,0.67,29.49,421.9384460449219
160,Cocos Fire,2014-05-14 16:00:00,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,San Diego,"Village Drive and Twin Oaks Road, San Marcos",1995,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,-117.1599,33.1137,2014-05-22 18:15:00,2014-05-22,2014-05-14,87.14,74.95,64.0,35.52,0.0,0.0,5.01,3.57,29.6,368.0894775390625
161,Poinsettia Fire,2014-05-14 10:30:00,Carlsbad Fire Department,San Diego,off Poinsettia Ln & Alicante Rd in Carlsbad,600,Carlsbad Fire Department,-117.279,33.1109,2014-05-17 00:00:00,2014-05-17,2014-05-14,87.14,74.95,64.0,35.52,0.0,0.0,5.01,3.57,29.6,68.30147552490234
